date,tone,calm,tone_Z10,tone_Z1,DJI,DJI_volume_k,DJI_forward_return,GSPC,GSPC_volume_k,GSPC_forward_return
2007-07-19,-0.036503,-0.010442,-2.012670,-0.707107,14000.410156,265390,-0.010666,1553.079956,3251450,-0.012221
2007-07-20,-0.012146,-0.005908,0.339044,1.064452,13851.080078,377650,0.006667,1534.099976,3745780,0.004869
2007-07-21,-0.026988,-0.008666,-1.203522,-0.776665,NA,NA,NA,NA,NA,NA
2007-07-22,-0.023677,-0.006494,-0.880509,-0.389293,NA,NA,NA,NA,NA,NA
2007-07-23,-0.009548,-0.004512,0.563194,0.260835,13943.419922,237450,-0.016242,1541.569946,3102700,-0.019804
2007-07-24,-0.003517,-0.005902,0.997034,1.077498,13716.950195,296990,0.004966,1511.040039,4115830,0.004666
2007-07-25,-0.012999,-0.006627,0.149227,-0.937215,13785.070313,266860,-0.022597,1518.089966,4283200,-0.023338
2007-07-26,-0.009084,-0.006178,0.589142,0.804067,13473.570313,426880,-0.015445,1482.660034,4472550,-0.015992
2007-07-27,-0.024507,-0.007306,-0.750897,-1.109586,13265.469727,337120,0.006999,1458.949951,4784650,0.010254
2007-07-28,-0.013482,-0.003805,0.234516,0.345365,NA,NA,NA,NA,NA,NA
2007-07-29,-0.010216,-0.004990,0.449568,-0.197896,NA,NA,NA,NA,NA,NA
2007-07-30,-0.004133,-0.005049,0.956476,0.340865,13358.30957,295450,-0.010953,1473.910034,4128780,-0.012647
2007-07-31,-0.002291,-0.004664,1.113612,0.674687,13211.990234,319890,0.011382,1455.27002,4524520,0.007243
2007-08-01,-0.019045,-0.006067,-0.652412,-0.705438,13362.370117,355960,0.007556,1465.810059,5256780,0.004359
2007-08-02,-0.016632,-0.006199,-0.443598,-0.475307,13463.330078,264830,-0.020903,1472.199951,4368850,-0.026586
2007-08-03,0.003128,-0.004539,1.385430,1.097217,13181.910156,301800,0.021762,1433.060059,4272110,0.024151
2007-08-04,-0.025861,-0.005806,-1.234370,-0.356846,NA,NA,NA,NA,NA,NA
2007-08-05,-0.033970,-0.007923,-1.972568,-1.154158,NA,NA,NA,NA,NA,NA
2007-08-06,-0.026143,-0.007565,-1.249705,-0.173478,13468.780273,311810,0.002637,1467.670044,5067200,0.006159
2007-08-07,-0.012724,-0.006749,-0.077513,0.002099,13504.299805,273340,0.011371,1476.709961,4909390,0.014072
2007-08-08,0.000611,-0.002984,1.194151,1.049561,13657.860352,288040,-0.028349,1497.48999,5499560,-0.029650
2007-08-09,-0.007140,-0.003866,0.502961,-0.443397,13270.679688,362490,-0.002346,1453.089966,5889600,0.000379
2007-08-10,-0.008400,-0.006284,0.465971,-0.634754,13239.540039,338560,-0.000227,1453.640015,5345780,-0.000495
2007-08-11,0.010889,-0.003245,2.315526,1.051243,NA,NA,NA,NA,NA,NA
2007-08-12,-0.022121,-0.006872,-0.722133,-0.729854,NA,NA,NA,NA,NA,NA
2007-08-13,-0.016474,-0.005656,-0.212451,0.087457,13236.530273,215260,-0.015685,1452.920044,3696280,-0.018157
2007-08-14,-0.012140,-0.003838,0.228981,1.094060,13028.919922,269120,-0.012852,1426.540039,3814630,-0.013908
2007-08-15,-0.015060,-0.004139,-0.080636,-0.993829,12861.469727,272760,-0.001220,1406.699951,4290930,0.003249
2007-08-16,-0.009110,-0.003588,0.491625,0.681126,12845.780273,457150,0.018162,1411.27002,6509300,0.024566
2007-08-17,-0.009807,-0.005056,0.424372,0.544666,13079.080078,423940,0.003232,1445.939941,3570040,-0.000270
2007-08-18,-0.028083,-0.007319,-1.348759,-1.146316,NA,NA,NA,NA,NA,NA
2007-08-19,-0.012197,-0.008209,0.311124,1.066418,NA,NA,NA,NA,NA,NA
2007-08-20,-0.021939,-0.007329,-0.709800,-1.154511,13121.349609,231800,-0.002324,1445.550049,3321340,0.001086
2007-08-21,-0.011991,-0.004188,0.392008,1.141552,13090.860352,204000,0.011097,1447.119995,3012150,0.011713
2007-08-22,-0.023856,-0.004179,-0.984147,-1.121744,13236.129883,205530,-0.000019,1464.069946,3309120,-0.001072
2007-08-23,-0.014923,-0.005947,0.272846,-0.049269,13235.879883,198160,0.010803,1462.5,3084390,0.011535
2007-08-24,-0.004563,-0.004055,1.784729,1.094535,13378.870117,186060,-0.004241,1479.369995,2541400,-0.008504
2007-08-25,-0.019912,-0.004259,-0.442948,-0.437127,NA,NA,NA,NA,NA,NA
2007-08-26,-0.022531,-0.008024,-0.845001,0.331556,NA,NA,NA,NA,NA,NA
2007-08-27,-0.030809,-0.007767,-1.995411,-1.048839,13322.129883,152440,-0.021039,1466.790039,2406180,-0.023473
2007-08-28,-0.026008,-0.006264,-1.303686,-0.319217,13041.849609,230470,0.018973,1432.359985,3078090,0.021922
2007-08-29,-0.011674,-0.006564,0.723952,0.545923,13289.290039,227440,-0.003805,1463.76001,2824070,-0.004181
2007-08-30,-0.011149,-0.004874,0.801343,0.742921,13238.730469,193240,0.008990,1457.640015,2582960,0.011217
2007-08-31,-0.013979,-0.006047,0.380466,0.214953,13357.740234,234920,0.006822,1473.98999,2731610,0.010468
2007-09-01,-0.019575,-0.003255,-0.343915,-1.008742,NA,NA,NA,NA,NA,NA
2007-09-02,-0.016703,-0.004090,-0.078600,0.313972,NA,NA,NA,NA,NA,NA
2007-09-03,-0.015718,-0.002810,-0.042923,0.613195,NA,NA,NA,NA,NA,NA
2007-09-04,-0.015758,-0.010756,-0.029468,-0.581023,13448.860352,262260,-0.010662,1489.420044,2766600,-0.011501
2007-09-05,-0.006231,-0.004678,0.950907,1.126216,13305.469727,231850,0.004350,1472.290039,2991600,0.004252
2007-09-06,-0.018623,-0.009826,-0.368159,-1.111806,13363.349609,203600,-0.018706,1478.550049,2459590,-0.016908
2007-09-07,-0.009684,-0.006356,0.417237,1.091056,13113.379883,238300,0.001103,1453.550049,3191080,-0.001273
2007-09-08,-0.015642,-0.004092,-0.273995,0.377988,NA,NA,NA,NA,NA,NA
2007-09-09,-0.039478,-0.010313,-2.925233,-1.137673,NA,NA,NA,NA,NA,NA
2007-09-10,-0.010330,-0.003485,0.324362,0.247747,13127.849609,221760,0.013752,1451.699951,2835720,0.013632
2007-09-11,0.002751,-0.004522,1.787708,1.113753,13308.389648,200160,-0.001258,1471.48999,3015330,0.000048
2007-09-12,-0.015239,-0.008131,-0.176946,-1.138064,13291.650391,195280,0.010024,1471.560059,2885720,0.008420
2007-09-13,-0.000493,-0.003503,1.367066,1.017070,13424.879883,209950,0.001314,1483.949951,2877080,0.000202
2007-09-14,-0.008254,-0.004611,0.565057,-0.066352,13442.519531,204780,-0.002909,1484.25,2641740,-0.005120
2007-09-15,-0.014608,-0.002366,-0.052096,0.008290,NA,NA,NA,NA,NA,NA
2007-09-16,-0.021122,-0.005488,-0.632316,-0.830182,NA,NA,NA,NA,NA,NA
2007-09-17,0.001849,-0.004552,1.499713,1.138816,13403.419922,169710,0.025066,1476.650024,2598390,0.029208
2007-09-18,-0.017068,-0.005631,-0.311199,-0.878959,13739.389648,277620,0.005544,1519.780029,3708940,0.006086
2007-09-19,-0.010625,-0.002877,0.285518,0.983325,13815.55957,276590,-0.003537,1529.030029,3846750,-0.006723
2007-09-20,-0.013689,-0.004083,-0.161773,0.093867,13766.700195,200880,0.003885,1518.75,2957700,0.004609
2007-09-21,-0.017762,-0.007211,-0.625277,0.104273,13820.19043,419390,-0.004423,1525.75,3679460,-0.005256
2007-09-22,-0.023351,-0.007056,-1.293729,0.192221,NA,NA,NA,NA,NA,NA
2007-09-23,-0.033561,-0.004425,-2.566348,-0.929342,NA,NA,NA,NA,NA,NA
2007-09-24,-0.008212,-0.004611,0.620034,0.855927,13759.05957,236690,0.001424,1517.72998,3131310,-0.000343
2007-09-25,-0.016156,-0.007489,-0.319603,-0.280973,13778.650391,213040,0.007221,1517.209961,3187770,0.005411
2007-09-26,-0.019287,-0.006652,-0.676577,-0.737013,13878.150391,206560,0.002507,1525.420044,3237390,0.003907
2007-09-27,-0.001795,-0.005523,1.516623,0.860971,13912.94043,156920,-0.001244,1531.380005,2872180,-0.003023
2007-09-28,-0.007380,-0.002478,1.028171,-0.024456,13895.629883,203030,0.013812,1526.75,2925350,0.013290
2007-09-29,-0.012569,-0.004398,0.236076,-0.864303,NA,NA,NA,NA,NA,NA
2007-09-30,-0.010892,-0.002514,0.486331,0.570098,NA,NA,NA,NA,NA,NA
2007-10-01,-0.010878,-0.005895,0.487688,0.661692,14087.549805,205720,-0.002856,1547.040039,3281990,-0.000265
2007-10-02,-0.011026,-0.004392,0.332448,-0.596382,14047.30957,169270,-0.005642,1546.630005,3101910,-0.004552
2007-10-03,-0.004282,-0.003316,1.117522,1.130277,13968.049805,178920,0.000448,1539.589966,3065320,0.002111
2007-10-04,-0.012877,-0.004962,0.110241,-0.013650,13974.30957,143300,0.006562,1542.839966,2690430,0.009560
2007-10-05,-0.021126,-0.007257,-0.872492,-0.725664,14066.009766,183540,-0.001584,1557.589966,2919030,-0.003217
2007-10-06,-0.019753,-0.004963,-0.747018,-0.077771,NA,NA,NA,NA,NA,NA
2007-10-07,-0.018016,-0.004907,-0.611279,0.755636,NA,NA,NA,NA,NA,NA
2007-10-08,-0.026714,-0.007689,-1.540639,-0.903845,14043.730469,116420,0.008602,1552.579956,2040650,0.008096
2007-10-09,-0.003256,-0.003405,1.030428,1.043650,14164.530273,176740,-0.006060,1565.150024,2932040,-0.001712
2007-10-10,-0.016643,-0.005670,-0.377249,-0.778913,14078.69043,163280,-0.004515,1562.469971,3044760,-0.005158
2007-10-11,-0.013623,-0.005114,0.087773,-0.403973,14015.120117,235090,0.005563,1554.410034,3911260,0.004754
2007-10-12,0.000461,-0.004765,1.269504,1.018811,14093.080078,178740,-0.007683,1561.800049,2788690,-0.008381
2007-10-13,-0.026158,-0.005932,-1.014940,-0.478348,NA,NA,NA,NA,NA,NA
2007-10-14,-0.029309,-0.006885,-1.268089,-0.750662,NA,NA,NA,NA,NA,NA
2007-10-15,-0.013082,-0.005775,0.110960,0.276552,13984.799805,220490,-0.005138,1548.709961,3139290,-0.006573
2007-10-16,-0.006571,-0.004661,0.595916,-0.251756,13912.94043,229920,-0.001466,1538.530029,3234560,0.001761
2007-10-17,0.008160,-0.005755,1.710246,1.137959,13892.540039,315420,-0.000258,1541.23999,3638070,-0.000753
2007-10-18,-0.003907,-0.003641,0.721812,0.057989,13888.959961,205540,-0.026420,1540.079956,3203210,-0.025616
2007-10-19,-0.018277,-0.006258,-0.514596,-0.631510,13522.019531,332350,0.003324,1500.630005,4160970,0.003798
2007-10-20,-0.017391,-0.004001,-0.457251,0.607829,NA,NA,NA,NA,NA,NA
2007-10-21,-0.042784,-0.008645,-2.555748,-1.082855,NA,NA,NA,NA,NA,NA
2007-10-22,-0.003582,-0.004191,0.487844,0.807809,13566.969727,229440,0.008053,1506.329956,3471830,0.008803
2007-10-23,-0.013700,-0.004439,-0.271307,-0.462433,13676.230469,206550,-0.000072,1519.589966,3309120,-0.002441
2007-10-24,-0.015099,-0.006766,-0.405832,-0.669337,13675.25,259150,-0.000244,1515.880005,4003300,-0.000976
2007-10-25,-0.001643,-0.005790,0.619616,0.774902,13671.919922,274330,0.009858,1514.400024,4183960,0.013788
2007-10-26,-0.004618,-0.003363,0.374571,-0.997769,13806.700195,311390,0.004604,1535.280029,3612120,0.003713
2007-10-27,0.001372,-0.002905,0.832280,0.819270,NA,NA,NA,NA,NA,NA
2007-10-28,-0.020726,-0.005320,-0.934792,-0.775017,NA,NA,NA,NA,NA,NA
2007-10-29,-0.015836,-0.005893,-0.534494,-0.398354,13870.259766,207930,-0.005608,1540.97998,3124480,-0.006463
2007-10-30,0.006185,-0.002920,1.271784,1.062375,13792.469727,189730,0.009972,1531.02002,3212520,0.011992
2007-10-31,-0.007145,-0.006824,0.178033,-1.102050,13930.009766,277660,-0.025997,1549.380005,3953070,-0.026424
2007-11-01,0.012060,-0.000886,2.039226,1.070347,13567.870117,335560,0.002007,1508.439941,4241470,0.000802
2007-11-02,0.000131,-0.003400,0.793209,0.175281,13595.099609,279780,-0.003803,1509.650024,4285990,-0.004955
2007-11-03,-0.020444,-0.005503,-1.277249,-0.622137,NA,NA,NA,NA,NA,NA
2007-11-04,-0.019393,-0.006537,-1.222551,-0.467365,NA,NA,NA,NA,NA,NA
2007-11-05,-0.011430,-0.005984,-0.410162,-0.064326,13543.400391,259590,0.008679,1502.170044,3819330,0.012049
2007-11-06,-0.001764,-0.004923,0.598199,0.530481,13660.94043,252360,-0.026420,1520.27002,3879160,-0.029370
2007-11-07,-0.001233,-0.003495,0.685890,1.074716,13300.019531,273050,-0.002536,1475.619995,4353160,-0.000576
2007-11-08,-0.001568,-0.005465,0.649426,0.542358,13266.290039,403680,-0.016851,1474.77002,5439720,-0.014287
2007-11-09,-0.009760,-0.004235,-0.159290,0.198226,13042.740234,356840,-0.004232,1453.699951,4587050,-0.009988
2007-11-10,-0.025034,-0.006203,-1.687765,-0.912502,NA,NA,NA,NA,NA,NA
2007-11-11,-0.019207,-0.005421,-1.087797,-0.363485,NA,NA,NA,NA,NA,NA
2007-11-12,0.002352,-0.003028,1.461530,0.923993,12987.549805,291980,0.024604,1439.180054,4192520,0.029093
2007-11-13,-0.006185,-0.005067,0.533251,-0.377110,13307.089844,298250,-0.005717,1481.050049,4141310,-0.007069
2007-11-14,-0.008329,-0.005225,0.300607,-1.030607,13231.009766,267510,-0.009142,1470.579956,4031470,-0.013212
2007-11-15,-0.004418,-0.004837,0.721412,1.067256,13110.049805,242570,0.005091,1451.150024,3941010,0.005230
2007-11-16,-0.010778,-0.006002,0.057662,-1.143902,13176.790039,314920,-0.016571,1458.73999,4168870,-0.017460
2007-11-17,-0.003320,-0.005168,0.928652,0.862181,NA,NA,NA,NA,NA,NA
2007-11-18,-0.026576,-0.005601,-1.601145,-0.994249,NA,NA,NA,NA,NA,NA
2007-11-19,-0.015146,-0.007952,-0.272277,0.155030,12958.44043,285790,0.003990,1433.27002,4119650,0.004486
2007-11-20,-0.008062,-0.004992,0.478712,0.274993,13010.139648,325810,-0.016226,1439.699951,4875150,-0.015927
2007-11-21,-0.005201,-0.006074,0.780401,0.889808,12799.040039,284550,0.014207,1416.77002,4076230,0.016890
2007-11-22,-0.013291,-0.001962,-0.126357,-0.755626,NA,NA,NA,NA,NA,NA
2007-11-23,-0.011675,-0.004898,0.084624,0.641081,12980.879883,122250,-0.018291,1440.699951,1612720,-0.023239
2007-11-24,-0.033973,-0.006997,-2.473521,-1.028523,NA,NA,NA,NA,NA,NA
2007-11-25,-0.021824,-0.005314,-1.101653,0.099004,NA,NA,NA,NA,NA,NA
2007-11-26,-0.012827,-0.007665,-0.085170,0.682908,12743.44043,265610,0.016871,1407.219971,3706470,0.014930
2007-11-27,-0.013898,-0.006776,-0.281665,-0.702448,12958.44043,296070,0.025544,1428.22998,4320720,0.028560
2007-11-28,-0.006286,-0.004879,0.513729,1.147958,13289.450195,310080,0.001677,1469.02002,4508020,0.000476
2007-11-29,-0.014916,-0.006268,-0.409884,-1.079226,13311.730469,201410,0.004506,1469.719971,3524730,0.007770
2007-11-30,-0.001427,-0.002143,0.931772,1.154574,13371.719727,312570,-0.004274,1481.140015,4422200,-0.005887
2007-12-01,-0.014688,-0.001979,-0.476893,-0.083047,NA,NA,NA,NA,NA,NA
2007-12-02,-0.025004,-0.006186,-1.431971,-0.972222,NA,NA,NA,NA,NA,NA
2007-12-03,-0.002573,-0.002911,0.472347,0.516690,13314.570313,212170,-0.004945,1472.420044,3323250,-0.006540
2007-12-04,-0.000970,-0.002646,0.572577,1.097153,13248.730469,204940,0.014811,1462.790039,3343620,0.015190
2007-12-05,-0.003322,-0.004455,0.324763,0.198790,13444.959961,256800,0.013011,1485.01001,3663660,0.015037
2007-12-06,-0.007715,-0.006722,-0.045613,-0.779156,13619.889648,197270,0.000418,1507.339966,3568570,-0.001778
2007-12-07,0.011735,-0.002667,1.619181,1.122636,13625.580078,179420,0.007446,1504.660034,3177710,0.007510
2007-12-08,-0.013994,-0.006888,-0.721953,-0.529119,NA,NA,NA,NA,NA,NA
2007-12-09,-0.015449,-0.002933,-0.849429,-0.689978,NA,NA,NA,NA,NA,NA
2007-12-10,-0.003984,-0.004549,0.075389,0.023621,13727.030273,190220,-0.021437,1515.959961,2911760,-0.025271
2007-12-11,0.006696,-0.003283,0.927681,0.385359,13432.769531,280630,0.003062,1477.650024,4080180,0.006050
2007-12-12,0.009256,-0.002261,1.134842,1.122736,13473.900391,310470,0.003270,1486.589966,4482120,0.001224
2007-12-13,0.007320,-0.002178,0.963114,0.421440,13517.959961,248800,-0.013176,1488.410034,3635170,-0.013746
2007-12-14,-0.002811,-0.003975,0.121754,-0.045621,13339.849609,245590,-0.012942,1467.949951,3401050,-0.015021
2007-12-15,-0.011642,-0.003630,-0.527209,0.287600,NA,NA,NA,NA,NA,NA
2007-12-16,-0.034662,-0.007726,-2.345565,-1.096650,NA,NA,NA,NA,NA,NA
2007-12-17,-0.000820,-0.003409,0.351473,0.389669,13167.200195,243400,0.004957,1445.900024,3569030,0.006280
2007-12-18,0.007094,-0.004102,1.123684,1.065892,13232.469727,233020,-0.001904,1454.97998,3723690,-0.001361
2007-12-19,-0.005834,-0.003661,0.071874,-1.017008,13207.269531,208330,0.002905,1453,3401300,0.004900
2007-12-20,0.000969,-0.001599,0.592692,-0.078981,13245.639648,203910,0.015478,1460.119995,3526890,0.016670
2007-12-21,0.009605,-0.002565,1.197049,1.002154,13450.650391,430600,0.007389,1484.459961,4508590,0.008077
2007-12-22,-0.007556,-0.004347,-0.087289,0.034767,NA,NA,NA,NA,NA,NA
2007-12-23,-0.026605,-0.007352,-1.612878,-1.153586,NA,NA,NA,NA,NA,NA
2007-12-24,-0.006563,-0.002256,0.024401,1.095852,13550.040039,86400,0.000122,1496.449951,1267420,0.000809
2007-12-25,-0.020156,-0.006325,-1.100059,-1.033058,NA,NA,NA,NA,NA,NA
2007-12-26,-0.012647,-0.002594,-0.449286,-0.188360,13551.69043,122410,-0.014174,1497.660034,2010500,-0.014282
2007-12-27,0.000889,-0.003848,0.601662,1.139128,13359.610352,145770,0.000469,1476.27002,2365770,0.001504
2007-12-28,-0.010281,-0.004209,-0.336763,0.068719,13365.870117,142930,-0.007560,1478.48999,2420510,-0.006852
2007-12-29,-0.024022,-0.006351,-1.547192,-1.125448,NA,NA,NA,NA,NA,NA
2007-12-30,-0.006083,-0.004817,0.031655,0.039824,NA,NA,NA,NA,NA,NA
2007-12-31,0.009832,-0.002231,1.375587,1.123554,13264.820313,167240,-0.016650,1468.359985,2440880,-0.014438
2008-01-01,-0.011132,-0.001815,-0.419455,-1.154491,NA,NA,NA,NA,NA,NA
2008-01-02,0.010298,-0.002892,1.487743,1.043794,13043.959961,239580,0.000978,1447.160034,3452650,0.000000
2008-01-03,-0.001937,-0.002808,0.392602,-1.112748,13056.719727,200620,-0.019648,1447.160034,3429500,-0.024552
2008-01-04,0.006923,-0.002587,1.202208,0.856038,12800.179688,304210,0.002134,1411.630005,4166000,0.003223
2008-01-05,-0.021337,-0.004640,-1.579475,-0.713299,NA,NA,NA,NA,NA,NA
2008-01-06,-0.017021,-0.003954,-1.228973,-0.180759,NA,NA,NA,NA,NA,NA
2008-01-07,-0.009437,-0.002749,-0.504560,-0.185593,12827.490234,306700,-0.018587,1416.180054,4221260,-0.018352
2008-01-08,0.004106,-0.002928,0.728696,1.021210,12589.070313,322690,0.011616,1390.189941,4705390,0.013624
2008-01-09,-0.003111,-0.005124,-0.010734,-1.096608,12735.30957,332900,0.009248,1409.130005,5351030,0.007948
